<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
Western,Colombo,Breeze,City life,BIG JOHN GUEST HOUSE,"NO. 47, ALBERT PLACE, DEHIWALA,",22500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CONCORD GUEST HOUSE,"NO. 141, GALLE ROAD, DEHIWALA",12900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LIYANKA GUEST HOUSE,"NO:110/1,SRI DEVANANDA ROAD,PILIYANDALA.",18900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SINLEKA REST,"NO.573,MORAGAHAHENA ROAD, PITIPANA SOUTH, HOMAGAMA.",13000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BLUE RAKERS GUEST AND RESTUARANT,"NO.103,DOCTOR N.M PERERA MAWATHA,BORELLA,COLOMBO 08.",15900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GRAND MUSIC AND CUISINE,"NO.102, REID AVENUE, COLOMBO 07.",18300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL ORCHID INN,"NO.571/6, GALLE ROAD, COLOMBO 06.",14400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL ATLANTIC,"237,GALLE ROAD,COLOMBO 4",31200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ILEY GARDEN RESTAURANT,"NO.14, STATION ROAD, BAMBALAPITIYA.",14000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MILLENIUM PARK INN & RESTAURANT,"1594, KADUWELA ROAD, ATHURUGIRIYA.",8400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MIYURASA HOTEL,"1613, AVISSAWELLA ROAD, RANALA.",47700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,REST HOUSE-PADUKKA,"REST HOUSE,HORANA ROAD,PADUKKA",41000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SEA SPRAY BEACH RESORT,"NO:45,VIHARA LANE,MOUNT LAVINIA",6400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MOUNT BAY SEA SIDE INN,"NO:26/11,DE SERAM ROAD,MOUNT LAVINIA",18000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SANWA INN & RESTAURANT,"NO:20,DEHIWALA ROAD,BORALESGAMUWA",29300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SALA FACTORY HOTEL & RESTAURANT,"SALAWA,KOSGAMA",13900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SHALIMAR GUEST HOUSE,"NO.46,PANCHIKAWATTA ROAD,COLOMBO 10",23400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SAN VILLA,"NO:405/2,PILIYANDALA ROAD,MAHARAGAMA",6300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SELSAN HOTEL,"114/1,RANALA ROAD,HABARAKADA,HOMAGAMA",22100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,VENUS LANKA,"26,PALMYRAH AVENUE.COLOMBO 03.",7800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NILDIYA HOTEL,"82/5 B GALLE ROAD,MOUNT LAVANIYA",9600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BONN BONN GUEST HOUSE,"NO. 104/3, KATUVANA ROAD, HOMAGAMA",9200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ASIRI HOLIDAY RESORT,"NO 28/1,THUDUWA ROAD,MADAPATHA,PILIYANDALA",19300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BEACHWAY GUEST HOUSE,"NO. 02, BEACH ROAD, MOUNT LAVINIA",18400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DUNE INN HOTEL,"NO.97,BORELLA ROAD,ATHURUGIRIYA",8900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DHARSHANI RIVER VIEW,"15/1,KITHALANDALUWA ROAD,WILLORAWATTE,MORATUWA",9500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,FAMOUS GUEST HOUSE,"NO. 66/5, NEW RATHNAPURA ROAD, SEETHAWAKAPURA, AVISSSAWELLA.",14900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HAUS CHANDRA HOTEL,"NO.37,BEACH ROAD,MT.LAVINIA",18400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HESHAN HOLIDAY REST,"740/5,ROMIYAL MAWATHA,PANAGODA,HOMAGAMA",15700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NANDANA REST,"NO. 50, AVISSAWELLA ROAD, WELIVITA, KADUWELA",27200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE NATURE'S RESORT,"NO. 80, PAHALA MABULA, MAWALGAMA ROAD, WAGA",17100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LIHINIYA SEA VIEW GUEST HOUSE,"39/A,DE SERAM ROAD,MOUNT LAVINIA",13200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SILVIKRIS,"32/9A,RAYMOND ROAD, NUGEGODA",28800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GSH COLOMBO,"NO. 382, GALLE ROAD, COLOMBO 06",18300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ROYAL PARK INN,"36/1, DE SERAM RD, MT. LAVINIA",21800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,WATERS EDGE,"NO.316,ATHUL KOTTE ROAD,BATTARAMULLA",24800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PUBS AND PLACES,"1837, NEW GALLE ROAD, MORATUWA",15700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ROYAL PARK GUEST,"NO:121, GALA JUNCTION, KIRIBATHGODA",27700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SPRING OF LIFE,"NO. 57/A, GANGABODA ROAD, WEWELA, PILIYANDALA",25900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL SAMENRA,520/5.COLOMBO ROAD.KADUWELA,25000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PARADISE INN-,"NO 67,GANGABODA ROAD,DELTARA",11400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE HAVELOCK PLACE BUNGLOW,"NO 6 & 8,HAVELOCK PLACE,COLOMBO 05",9700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GODAGAMA REACH HOTEL,"NO23/3,SAMANALA UYANA, PADUKKA ROAD,GODAGAMA,MEEGODA",14600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SHANGHAI,"SHANGHAI ENTERPRISES,NO 12,FIRST LANE,ANGULANA STATION ROAD,MORATUWA",21700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MOUNT WAVES HOTEL,"NO 17-19, DE SERAM ROAD,MOUNT LAVINIA",15200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NANDANA WIJAYA FOOD & REST,"NO 509,HIGH LEVEL ROAD,WEJERAMA,NUGEGODA",11300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PAWANA RESTAURANT AND GUEST HOUSE,"NO 90/2, WISHWAKALA ROAD,WISHWAKALAWA,PILIYANDALA",19600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SEVEN ELEVEN HOTEL,"NO:269/L,ARALIYA UYANA,HOKANDARA ROAD,THALAWATHUGODA",11900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RIMACO HOTEL,"NO 01,COLOMBO RD,KAHATHUDUWA",4400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,GOLDEN VIEW,"NO 68,EGODAWATTA,BORALESGAMUWA",13100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PREMACHANDRA TOURIST HOTEL,"NO 15,NADEE MAWATHA,EGODA UYANA,MORATUWA",41000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MUTHUWELI BEACH RESORT,"7/1A,NEW GALLE ROAD,EGODAUYANA,MORATUWA",22700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LANTERN,"NO.71,MATARA ROAD,KAMBURUGAMUWA,MATARA.",20800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RIVI RAS HOTEL,"50/2 DE SANAM ROAD,MT LAVINIA.",25800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SEA VIEW HOTELS,"NO.15, SEA VIEW AVENUE, COLOMBO 03",23000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BEVERLY HILLS HOTEL,"NO.27,DE SARAM ROAD,MOUNT LAVINIA",22300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,OPULENT RIVER FACE HOTEL,"NO 166,KOSWATTA ROAD,NAWALA,RAJAGIRIYA",16800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ROYAL BEACH HOTEL,"35/1,SRI DHARMAPALA ROAD,MT.LAVINIA",8600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PURPLE SUN HOLIDAY RESORT,"NO 66/20,NEW RATHNAPURA ROAD,AVISSAWELLA",26100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HARTLAND CITY,"PUWAKWATTA JUNCTION,PADUKKA ROAD,MEEGODA",8000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SANDARASI INN,"NO:109/6,RAILWAY AVENUE,MAHARAGAMA",14500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ROVINKA HOLIDAY RESORT AND RESTAURANT,"103,SOMARATHANA MAWATHA,BELLANVILA,BORALESGAMUWA",17800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,D PAVILION INN,"82,STRATFORD AVENUE,COLOMBO 06.",18400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,LAKE VIEW RESTAURANT,"158,KESBEWA.",8300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,OMEEKA RESTAURANT AND HOTEL,"509/2A , SUSILARAMA ROAD, MALABE",15800,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RG'S DAWN AND DUSK,"NO.35,37,JAYA ROAD,COLOMBO 04",28500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ZYLAN LUXURY VILLA.,"NO.115,ROSMEAD PLACE,COLOMBO 07.",26000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NEW NATIONAL RESTAURANT AND GUEST HOUSE,"39,BERA ROAD,GUNASINGHEPURA,COLOMBO 12.",24400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,BLUE LOTUS GARDEN,"NO. 54 B, GORAKAPITIYA, PILIYANDALA",25500,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SEA SIDE TERRACE,"22/2, HOLY CROSS AVENUE, MORATUWA",25400,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DUWS WHITE HOUSE,"37/4, BEACH ROAD, MOUNT LAVINIA",37000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HOTEL EURO LANKA,"29, MILAGIRIYA AVENUE, (MARINE DRIVE), COLOMBO 04",33100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SHOOTERS HOTEL,"NO 55,ST.PETERS ROAD,MORATUWELLA,MORATUWA",29700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,SEVEN ELEVEN HOTEL AND RESTAURANT,"154/1,,MININDU MAWATHA,,KESBEWA",18100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,RANDILI HOTEL,"8 TH CROSS STREET,BORUPANA,RATMALANA",3600,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THOTUPOLA WILD HOLIDAYS,"NO 70, DELTHARA, PILIYANDALA",18000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,MOUNT BREEZE HOTEL,"22/5A,OFF DE SERAM ROAD,MT.LAVINIYA",21900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,CEYLON CITY HOTEL,"NO. 11,UPATISSA ROAD,COLOMBO 04",4000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,NENE,"22/6B, KALYANI ROAD, PAMANKADA, COLOMBO 06",20300,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,HIDE AWAY,"5/1, UDYANA MAWATHA, NUGEGODA",19200,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,ONLAK,"NO 8, NELUMPURA, THELEWALA, RATMALANA",5000,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,AURORA,"9/8, 1/1, DE SARAM ROAD, MOUNT LAVINIA.",24900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DAN HOME,"909/10G, ADIKARAM MAWATHA, ETHUL KOTTE.",17100,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,PIYASA,"88/2, 14TH LANE, I.JOTHIPALA MAWATHA, PITTUGALA, MALABE.",7700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,THE MEET,"ZONE 7, LOT 21 - K, MILLENNIUM CITY, ORUWALA, ATHURUGIRIYA.",13900,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
Western,Colombo,Breeze,City life,DELMA BUNGALOW,"1009/6, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",42700,"Cafe hopping,Pub crawling,Cycling,Picnicking,Museum visits,Market shopping,Golfing, Food tours, Helicopter tours,Zoo visits,Bus tours,Concerts"
